,Date,Adj Close,Volume
0,1980-03-17,3.53934645652771,15000
1,1980-03-18,3.4933817386627197,10250
2,1980-03-19,3.53934645652771,33500
3,1980-03-20,3.4933817386627197,8750
4,1980-03-21,3.447415590286255,12750
5,1980-03-24,3.2635531425476074,18250
6,1980-03-25,3.217587947845459,2500
7,1980-03-26,3.217587947845459,500
8,1980-03-27,3.125656843185425,4250
9,1980-03-28,3.1716222763061523,3250
10,1980-03-31,3.0796916484832764,20000
11,1980-04-01,3.0337257385253906,2000
12,1980-04-02,3.125656843185425,9250
13,1980-04-03,3.125656843185425,28500
14,1980-04-07,3.0337257385253906,4000
15,1980-04-08,3.0337257385253906,5250
16,1980-04-09,3.0337257385253906,7000
17,1980-04-10,3.0337257385253906,3250
18,1980-04-11,3.0796916484832764,18750
19,1980-04-14,3.0337257385253906,13250
20,1980-04-15,3.0337257385253906,250
21,1980-04-16,3.0337257385253906,7500
22,1980-04-17,2.8498635292053223,9000
23,1980-04-18,2.8498635292053223,3000
24,1980-04-21,2.8498635292053223,2750
25,1980-04-22,2.89582896232605,750
26,1980-04-23,2.9417941570281982,2000
27,1980-04-24,2.8498635292053223,5750
28,1980-04-25,2.8498635292053223,5250
29,1980-04-28,2.8498635292053223,2500
30,1980-04-29,2.987760305404663,22750
31,1980-04-30,2.89582896232605,20750
32,1980-05-01,2.89582896232605,10500
33,1980-05-02,2.89582896232605,250
34,1980-05-05,2.89582896232605,250
35,1980-05-06,2.89582896232605,4500
36,1980-05-07,2.89582896232605,250
37,1980-05-08,2.9417941570281982,2250
38,1980-05-09,2.9417941570281982,11250
39,1980-05-12,2.987760305404663,8750
40,1980-05-13,2.987760305404663,1250
41,1980-05-14,3.0796916484832764,6750
42,1980-05-15,3.0796916484832764,13750
43,1980-05-16,3.0796916484832764,19250
44,1980-05-19,3.0337257385253906,7250
45,1980-05-20,3.0337257385253906,5000
46,1980-05-21,2.987760305404663,11250
47,1980-05-22,2.987760305404663,4750
48,1980-05-23,3.0796916484832764,6250
49,1980-05-27,3.125656843185425,7750
50,1980-05-28,3.125656843185425,10500
51,1980-05-29,3.0796916484832764,15250
52,1980-05-30,3.217587947845459,12250
53,1980-06-02,3.2635531425476074,3250
54,1980-06-03,3.2635531425476074,1250
55,1980-06-04,3.2635531425476074,9250
56,1980-06-05,3.309519052505493,5250
57,1980-06-06,3.309519052505493,1750
58,1980-06-09,3.309519052505493,12500
59,1980-06-10,3.309519052505493,500
60,1980-06-11,3.4014501571655273,5750
61,1980-06-12,3.4014501571655273,13000
62,1980-06-13,3.4014501571655273,8000
63,1980-06-16,3.447415590286255,7250
64,1980-06-17,3.4933817386627197,16250
65,1980-06-18,3.4933817386627197,1500
66,1980-06-19,3.4933817386627197,0
67,1980-06-20,3.4933817386627197,18500
68,1980-06-23,3.217587947845459,250
69,1980-06-24,3.217587947845459,1250
70,1980-06-25,3.217587947845459,2250
71,1980-06-26,3.217587947845459,0
72,1980-06-27,3.217587947845459,0
