,Date,Adj Close,Volume
0,2020-07-01,0.550000011920929,100
1,2020-07-02,29.700000762939453,8507600
2,2020-07-06,30.0,1781400
3,2020-07-07,30.149999618530273,852100
4,2020-07-08,34.310001373291016,1392800
5,2020-07-09,34.0,1856300
6,2020-07-10,34.900001525878906,488200
7,2020-07-13,32.9900016784668,544800
8,2020-07-14,31.540000915527344,855500
9,2020-07-15,32.40999984741211,569200
10,2020-07-16,32.209999084472656,423000
11,2020-07-17,33.619998931884766,262800
12,2020-07-20,32.720001220703125,161600
13,2020-07-21,32.279998779296875,187600
14,2020-07-22,32.209999084472656,199500
15,2020-07-23,32.540000915527344,163400
16,2020-07-24,32.939998626708984,188300
17,2020-07-27,35.189998626708984,370500
18,2020-07-28,33.66999816894531,103500
19,2020-07-29,35.5,169100
20,2020-07-30,33.689998626708984,148700
21,2020-07-31,32.439998626708984,134500
22,2020-08-03,33.029998779296875,113000
23,2020-08-04,34.58000183105469,207300
24,2020-08-05,37.970001220703125,327300
25,2020-08-06,41.34000015258789,545000
26,2020-08-07,37.0,279800
27,2020-08-10,37.52000045776367,140800
28,2020-08-11,36.150001525878906,221400
29,2020-08-12,37.630001068115234,105300
30,2020-08-13,37.27000045776367,117800
31,2020-08-14,36.810001373291016,307000
32,2020-08-17,37.900001525878906,191500
33,2020-08-18,37.47999954223633,396900
34,2020-08-19,38.7400016784668,137700
35,2020-08-20,39.970001220703125,172700
36,2020-08-21,39.689998626708984,161500
37,2020-08-24,40.13999938964844,280500
38,2020-08-25,38.22999954223633,191000
39,2020-08-26,36.0,595700
40,2020-08-27,35.279998779296875,424900
41,2020-08-28,34.470001220703125,313800
42,2020-08-31,33.61000061035156,318500
43,2020-09-01,32.72999954223633,221400
44,2020-09-02,34.470001220703125,286000
45,2020-09-03,32.959999084472656,296900
46,2020-09-04,32.599998474121094,306500
47,2020-09-08,32.13999938964844,150500
48,2020-09-09,33.560001373291016,267100
49,2020-09-10,34.06999969482422,171800
50,2020-09-11,32.650001525878906,212000
51,2020-09-14,33.849998474121094,359300
52,2020-09-15,34.5,435300
53,2020-09-16,33.400001525878906,298100
54,2020-09-17,32.439998626708984,250100
55,2020-09-18,32.36000061035156,1928200
56,2020-09-21,29.93000030517578,250600
57,2020-09-22,30.399999618530273,397100
58,2020-09-23,30.34000015258789,185000
59,2020-09-24,32.33000183105469,199000
60,2020-09-25,34.31999969482422,176400
61,2020-09-28,36.040000915527344,291100
62,2020-09-29,38.41999816894531,252900
63,2020-09-30,38.869998931884766,246800
64,2020-10-01,37.810001373291016,214800
65,2020-10-02,38.7400016784668,138700
66,2020-10-05,39.7599983215332,173200
67,2020-10-06,37.599998474121094,244000
68,2020-10-07,40.279998779296875,173000
69,2020-10-08,41.18000030517578,111600
70,2020-10-09,38.935001373291016,163100
71,2020-10-12,40.79999923706055,162300
72,2020-10-13,43.95000076293945,300100
73,2020-10-14,44.4900016784668,307500
74,2020-10-15,41.97999954223633,462800
75,2020-10-16,41.630001068115234,225300
76,2020-10-19,41.33000183105469,138900
77,2020-10-20,39.099998474121094,360600
78,2020-10-21,39.83000183105469,521400
79,2020-10-22,38.380001068115234,2217000
80,2020-10-23,42.0099983215332,897100
81,2020-10-26,37.18000030517578,472400
