,Date,Adj Close,Volume
0,2004-05-27,6.699999809265137,1919200
1,2004-05-28,6.610000133514404,105600
2,2004-06-01,6.5,118600
3,2004-06-02,6.300000190734863,33000
4,2004-06-03,6.25,30900
5,2004-06-04,6.019999980926514,94200
6,2004-06-07,6.099999904632568,92100
7,2004-06-08,6.099999904632568,52100
8,2004-06-09,5.960000038146973,48200
9,2004-06-10,6.099999904632568,48600
10,2004-06-14,6.199999809265137,45600
11,2004-06-15,6.400000095367432,42900
12,2004-06-16,6.400000095367432,24300
13,2004-06-17,6.849999904632568,133500
14,2004-06-18,6.619999885559082,15400
15,2004-06-21,6.599999904632568,13700
16,2004-06-22,6.349999904632568,16100
17,2004-06-23,6.400000095367432,14600
18,2004-06-24,6.199999809265137,13800
19,2004-06-25,6.0,1700
20,2004-06-28,6.150000095367432,8100
21,2004-06-29,6.269999980926514,11500
22,2004-06-30,6.199999809265137,3500
23,2004-07-01,6.300000190734863,3100
24,2004-07-02,6.300000190734863,1600
25,2004-07-06,6.150000095367432,2500
26,2004-07-07,6.079999923706055,1900
27,2004-07-08,6.070000171661377,2300
28,2004-07-09,6.0,2600
29,2004-07-12,6.380000114440918,7000
30,2004-07-13,6.300000190734863,4000
31,2004-07-14,6.150000095367432,100
32,2004-07-15,6.199999809265137,6800
33,2004-07-16,6.300000190734863,900
34,2004-07-19,6.03000020980835,5400
35,2004-07-20,6.199999809265137,2200
36,2004-07-21,6.010000228881836,19600
37,2004-07-22,6.300000190734863,33800
38,2004-07-23,6.170000076293945,1500
39,2004-07-26,6.110000133514404,8800
40,2004-07-27,6.300000190734863,32200
41,2004-07-28,6.289999961853027,33500
42,2004-07-29,6.289999961853027,10200
43,2004-07-30,6.21999979019165,23200
44,2004-08-02,6.25,800
45,2004-08-03,5.960000038146973,10500
46,2004-08-04,5.849999904632568,17600
47,2004-08-05,5.230000019073486,15600
48,2004-08-06,5.389999866485596,9700
49,2004-08-09,5.150000095367432,3900
50,2004-08-10,5.460000038146973,4600
51,2004-08-11,5.119999885559082,700
52,2004-08-12,5.46999979019165,400
53,2004-08-13,5.449999809265137,1900
54,2004-08-16,5.28000020980835,3600
55,2004-08-17,5.699999809265137,9800
56,2004-08-18,5.699999809265137,900
57,2004-08-19,5.599999904632568,2200
58,2004-08-20,5.699999809265137,1005000
59,2004-08-23,5.699999809265137,3400
60,2004-08-24,5.599999904632568,2300
61,2004-08-25,5.710000038146973,67900
62,2004-08-26,5.940000057220459,36400
63,2004-08-27,5.909999847412109,6600
64,2004-08-30,6.199999809265137,14000
65,2004-08-31,6.449999809265137,10900
66,2004-09-01,6.889999866485596,8200
67,2004-09-02,6.949999809265137,7800
68,2004-09-03,7.449999809265137,24300
69,2004-09-07,7.400000095367432,23700
70,2004-09-08,7.389999866485596,18300
71,2004-09-09,7.389999866485596,11100
72,2004-09-10,7.409999847412109,3600
73,2004-09-13,7.760000228881836,18800
74,2004-09-14,7.760000228881836,29300
75,2004-09-15,7.949999809265137,15600
76,2004-09-16,7.710000038146973,2600
77,2004-09-17,7.75,3100
78,2004-09-20,7.489999771118164,6900
79,2004-09-21,7.25,3300
80,2004-09-22,7.090000152587891,11100
81,2004-09-23,7.25,5400
82,2004-09-24,7.0,1900
83,2004-09-27,7.199999809265137,5300
84,2004-09-28,7.230000019073486,19800
85,2004-09-29,7.800000190734863,87900
86,2004-09-30,7.800000190734863,142600
87,2004-10-01,7.800000190734863,47000
88,2004-10-04,7.849999904632568,29900
89,2004-10-05,7.800000190734863,10200
90,2004-10-06,7.800000190734863,1900
91,2004-10-07,7.800000190734863,0
92,2004-10-08,7.650000095367432,5300
93,2004-10-11,7.630000114440918,3500
94,2004-10-12,7.659999847412109,2200
95,2004-10-13,7.670000076293945,6600
96,2004-10-14,7.75,4400
97,2004-10-15,7.730000019073486,3700
98,2004-10-18,7.46999979019165,3000
99,2004-10-19,7.429999828338623,4800
100,2004-10-20,7.539999961853027,1100
101,2004-10-21,7.550000190734863,1600
102,2004-10-22,7.110000133514404,5900
103,2004-10-25,7.0,5100
104,2004-10-26,6.900000095367432,15200
105,2004-10-27,7.639999866485596,16800
106,2004-10-28,7.630000114440918,17900
107,2004-10-29,7.630000114440918,1200
108,2004-11-01,7.590000152587891,3300
109,2004-11-02,7.360000133514404,2300
110,2004-11-03,7.230000019073486,13100
111,2004-11-04,7.199999809265137,3600
112,2004-11-05,7.190000057220459,1700
113,2004-11-08,7.389999866485596,4000
114,2004-11-09,7.400000095367432,3900
115,2004-11-10,7.349999904632568,3400
116,2004-11-11,7.099999904632568,5700
117,2004-11-12,7.090000152587891,3000
118,2004-11-15,7.079999923706055,4100
119,2004-11-16,7.199999809265137,2500
120,2004-11-17,7.130000114440918,9500
121,2004-11-18,7.070000171661377,5900
122,2004-11-19,6.679999828338623,14900
123,2004-11-22,6.670000076293945,8900
124,2004-11-23,6.610000133514404,7800
125,2004-11-24,6.679999828338623,8100
126,2004-11-26,6.809999942779541,6900
127,2004-11-29,6.820000171661377,10200
128,2004-11-30,6.78000020980835,1300
129,2004-12-01,6.690000057220459,2600
130,2004-12-02,6.809999942779541,9000
131,2004-12-03,6.800000190734863,600
132,2004-12-06,6.789999961853027,22000
133,2004-12-07,6.800000190734863,6800
134,2004-12-08,6.829999923706055,17700
135,2004-12-09,6.820000171661377,13500
136,2004-12-10,6.800000190734863,12500
137,2004-12-13,6.989999771118164,31000
138,2004-12-14,7.039999961853027,23400
139,2004-12-15,6.900000095367432,3600
140,2004-12-16,6.809999942779541,12100
141,2004-12-17,6.809999942779541,0
142,2004-12-20,6.71999979019165,4800
143,2004-12-21,6.929999828338623,136000
144,2004-12-22,6.900000095367432,7400
145,2004-12-23,6.309999942779541,183800
146,2004-12-27,6.170000076293945,12900
147,2004-12-28,5.900000095367432,53000
148,2004-12-29,6.130000114440918,22900
149,2004-12-30,6.059999942779541,3100
150,2004-12-31,6.769999980926514,49900
151,2005-01-03,6.389999866485596,8600
152,2005-01-04,6.28000020980835,6800
153,2005-01-05,6.260000228881836,5000
154,2005-01-06,6.340000152587891,7700
155,2005-01-07,6.5,18700
156,2005-01-10,6.429999828338623,9500
157,2005-01-11,7.019999980926514,70600
158,2005-01-12,7.420000076293945,45200
159,2005-01-13,7.199999809265137,17300
160,2005-01-14,7.059999942779541,11400
161,2005-01-18,6.800000190734863,28000
162,2005-01-19,6.619999885559082,10500
163,2005-01-20,6.650000095367432,2600
164,2005-01-21,6.639999866485596,5400
165,2005-01-24,6.420000076293945,10200
166,2005-01-25,6.559999942779541,5600
167,2005-01-26,6.739999771118164,3000
168,2005-01-27,7.0,12800
169,2005-01-28,6.960000038146973,12000
170,2005-01-31,7.070000171661377,15100
171,2005-02-01,7.150000095367432,6200
172,2005-02-02,7.349999904632568,9600
173,2005-02-03,7.449999809265137,4400
174,2005-02-04,7.340000152587891,9000
175,2005-02-07,7.5,12300
176,2005-02-08,8.069999694824219,21400
177,2005-02-09,8.289999961853027,12100
178,2005-02-10,8.029999732971191,10700
179,2005-02-11,8.180000305175781,3400
180,2005-02-14,8.1899995803833,6100
181,2005-02-15,8.079999923706055,1100
